case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next
Case 93,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 94,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 94,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 94,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 95,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 95,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 95,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 96,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 96,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 96,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 96,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 97,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 97,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 97,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 98,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 98,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 98,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 99,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 99,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 99,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 100,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 100,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 100,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket
Case 100,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed
Case 101,insert-ticket,insert-ticket,0,assign-seriousness
Case 101,assign-seriousness,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 101,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 101,resolve-ticket,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 102,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 102,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 102,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 103,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 103,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 103,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait
Case 103,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket
Case 103,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,create-sw-anomaly
Case 103,create-sw-anomaly,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly,5,resolve-ticket
Case 103,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly resolve-ticket,6,closed
Case 104,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 104,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 104,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 105,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 105,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 105,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 105,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 106,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 106,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 107,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 107,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 107,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 107,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 108,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 108,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 108,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 109,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 109,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 109,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 109,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 109,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 110,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 110,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 110,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 111,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 111,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 111,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket
Case 111,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,wait
Case 111,wait,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,take-in-charge-ticket
Case 111,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket
Case 111,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed
Case 112,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 112,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 112,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 113,insert-ticket,insert-ticket,0,assign-seriousness
Case 113,assign-seriousness,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 113,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 113,resolve-ticket,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 114,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 114,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 114,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 114,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait
Case 114,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,resolve-ticket
Case 114,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,5,closed
Case 115,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 115,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 115,wait,assign-seriousness take-in-charge-ticket wait,2,wait
Case 115,wait,assign-seriousness take-in-charge-ticket wait wait,3,resolve-ticket
Case 115,resolve-ticket,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,closed
Case 116,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 116,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 116,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 117,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 117,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 117,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 118,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 118,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 118,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 119,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 119,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 119,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 120,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 120,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 120,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 120,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 121,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 121,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 121,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 122,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 122,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 122,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 123,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 123,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 123,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 123,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 123,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 124,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 124,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 124,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 125,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 125,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 125,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 125,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 125,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 126,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 126,assign-seriousness,assign-seriousness assign-seriousness,1,resolve-ticket
Case 126,resolve-ticket,assign-seriousness assign-seriousness resolve-ticket,2,closed
Case 127,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 127,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 127,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 128,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 128,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket
Case 128,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 129,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 129,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 130,insert-ticket,insert-ticket,0,assign-seriousness
Case 130,assign-seriousness,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 130,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 130,resolve-ticket,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 130,closed,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,closed
Case 131,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 131,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 131,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 132,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 132,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 132,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 132,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 133,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 133,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 133,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 133,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 134,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 134,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 134,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 135,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 135,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 135,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 135,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 135,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,take-in-charge-ticket
Case 135,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,resolve-ticket
Case 135,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,6,closed
Case 136,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 136,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 136,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 137,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 137,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 137,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 137,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 138,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 138,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 138,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 139,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 139,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 139,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 140,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 140,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 140,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 141,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 141,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 141,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 141,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait
Case 141,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,take-in-charge-ticket
Case 141,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket
Case 141,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed
Case 142,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 142,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 142,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 143,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 143,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
