case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next,Resource,Resource_prefix,Resource_k,Resource_next
Case 1206,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 8 Value 8 Value 13,2,Value 5
Case 1207,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 2
Case 1207,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 8 Value 2,1,Value 12
Case 1207,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 12,Value 8 Value 2 Value 12,2,Value 12
Case 1207,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 12,Value 8 Value 2 Value 12 Value 12,3,Value 5
Case 1208,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 9
Case 1208,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 9 Value 9,1,Value 9
Case 1208,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 9 Value 9 Value 9,2,Value 5
Case 1209,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1209,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 1209,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 1210,assign-seriousness,assign-seriousness,0,wait,Value 1,Value 1,0,Value 1
Case 1210,wait,assign-seriousness wait,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1210,resolve-ticket,assign-seriousness wait resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 3
Case 1211,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 6,Value 6,0,Value 2
Case 1211,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2,Value 6 Value 2,1,Value 2
Case 1211,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 2,Value 6 Value 2 Value 2,2,Value 2
Case 1211,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 2,Value 6 Value 2 Value 2 Value 2,3,Value 5
Case 1212,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1212,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 9
Case 1212,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 8 Value 8 Value 9,2,Value 5
Case 1213,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 2
Case 1213,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 8 Value 2,1,Value 2
Case 1213,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 8 Value 2 Value 2,2,Value 5
Case 1214,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1214,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 8,Value 8 Value 8,1,Value 9
Case 1214,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket,Value 9,Value 8 Value 8 Value 9,2,Value 2
Case 1214,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed,Value 2,Value 8 Value 8 Value 9 Value 2,3,Value 5
Case 1215,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 9
Case 1215,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 1 Value 9,1,Value 9
Case 1215,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 1 Value 9 Value 9,2,Value 5
Case 1216,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 1216,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 2
Case 1216,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 1 Value 2 Value 2,2,Value 5
Case 1217,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1217,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1217,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 1218,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 19
Case 1218,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 19,Value 9 Value 19,1,Value 19
Case 1218,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 19,Value 9 Value 19 Value 19,2,Value 19
Case 1218,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 19,Value 9 Value 19 Value 19 Value 19,3,Value 19
Case 1218,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 19,Value 9 Value 19 Value 19 Value 19 Value 19,4,Value 5
Case 1219,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 13
Case 1219,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 1 Value 13,1,Value 13
Case 1219,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 1 Value 13 Value 13,2,Value 5
Case 1220,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 9
Case 1220,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 9 Value 9,1,Value 9
Case 1220,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 9 Value 9 Value 9,2,Value 5
Case 1221,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 14,Value 14,0,Value 1
Case 1221,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 1,Value 14 Value 1,1,Value 1
Case 1221,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 1,Value 14 Value 1 Value 1,2,Value 1
Case 1221,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 1,Value 14 Value 1 Value 1 Value 1,3,Value 3
Case 1222,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 9
Case 1222,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 1 Value 9,1,Value 9
Case 1222,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 1 Value 9 Value 9,2,Value 5
Case 1223,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1223,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 1223,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 2,Value 2 Value 2 Value 2,2,Value 2
Case 1223,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value 2,Value 2 Value 2 Value 2 Value 2,3,Value 2
Case 1223,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value 2,Value 2 Value 2 Value 2 Value 2 Value 2,4,Value 5
Case 1224,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 6
Case 1224,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 2 Value 6,1,Value 6
Case 1224,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6,Value 2 Value 6 Value 6,2,Value 5
Case 1225,assign-seriousness,assign-seriousness,0,resolve-ticket,Value 9,Value 9,0,Value 9
Case 1225,resolve-ticket,assign-seriousness resolve-ticket,1,closed,Value 9,Value 9 Value 9,1,Value 5
Case 1226,assign-seriousness,assign-seriousness,0,resolve-ticket,Value 1,Value 1,0,Value 1
Case 1226,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1226,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 1227,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 2
Case 1227,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 8 Value 2,1,Value 2
Case 1227,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 2,Value 8 Value 2 Value 2,2,Value 2
Case 1227,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait,Value 2,Value 8 Value 2 Value 2 Value 2,3,Value 2
Case 1227,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,take-in-charge-ticket,Value 2,Value 8 Value 2 Value 2 Value 2 Value 2,4,Value 2
Case 1227,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket,Value 2,Value 8 Value 2 Value 2 Value 2 Value 2 Value 2,5,Value 2
Case 1227,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed,Value 2,Value 8 Value 2 Value 2 Value 2 Value 2 Value 2 Value 2,6,Value 5
Case 1228,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 6
Case 1228,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 8 Value 6,1,Value 6
Case 1228,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6,Value 8 Value 6 Value 6,2,Value 5
Case 1229,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1229,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 1229,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 1230,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 13
Case 1230,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 13 Value 13,1,Value 13
Case 1230,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 13 Value 13 Value 13,2,Value 3
Case 1231,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 7
Case 1231,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 7,Value 2 Value 7,1,Value 7
Case 1231,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 7,Value 2 Value 7 Value 7,2,Value 5
Case 1232,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 7
Case 1232,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 7,Value 2 Value 7,1,Value 7
Case 1232,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 7,Value 2 Value 7 Value 7,2,Value 5
Case 1233,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 15
Case 1233,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 15,Value 1 Value 15,1,Value 1
Case 1233,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 15 Value 1,2,Value 5
Case 1234,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 9
Case 1234,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 9,Value 9 Value 9,1,Value 9
Case 1234,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9,Value 9 Value 9 Value 9,2,Value 9
Case 1234,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9,Value 9 Value 9 Value 9 Value 9,3,Value 5
Case 1235,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 1235,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 1 Value 2,1,Value 14
Case 1235,wait,assign-seriousness take-in-charge-ticket wait,2,wait,Value 14,Value 1 Value 2 Value 14,2,Value 14
Case 1235,wait,assign-seriousness take-in-charge-ticket wait wait,3,resolve-ticket,Value 14,Value 1 Value 2 Value 14 Value 14,3,Value 20
Case 1235,resolve-ticket,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,closed,Value 20,Value 1 Value 2 Value 14 Value 14 Value 20,4,Value 3
Case 1236,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1236,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 2 Value 2,1,Value 2
Case 1236,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2,Value 2 Value 2 Value 2,2,Value 2
Case 1236,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2,Value 2 Value 2 Value 2 Value 2,3,Value 5
Case 1237,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 2
Case 1237,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 9 Value 2,1,Value 2
Case 1237,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 9 Value 2 Value 2,2,Value 5
Case 1238,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1238,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 2 Value 2,1,Value 9
Case 1238,wait,assign-seriousness take-in-charge-ticket wait,2,require-upgrade,Value 9,Value 2 Value 2 Value 9,2,Value 9
Case 1238,require-upgrade,assign-seriousness take-in-charge-ticket wait require-upgrade,3,resolve-ticket,Value 9,Value 2 Value 2 Value 9 Value 9,3,Value 9
Case 1238,resolve-ticket,assign-seriousness take-in-charge-ticket wait require-upgrade resolve-ticket,4,closed,Value 9,Value 2 Value 2 Value 9 Value 9 Value 9,4,Value 3
Case 1239,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 4,Value 4,0,Value 4
Case 1239,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 4,Value 4 Value 4,1,Value 4
Case 1239,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 4,Value 4 Value 4 Value 4,2,Value 4
Case 1239,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 4,Value 4 Value 4 Value 4 Value 4,3,Value 3
Case 1240,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1240,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 1240,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 1241,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 2
Case 1241,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 8 Value 2,1,Value 15
Case 1241,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 15,Value 8 Value 2 Value 15,2,Value 5
Case 1242,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 2
Case 1242,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 9 Value 2,1,Value 2
Case 1242,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 9 Value 2 Value 2,2,Value 5
Case 1243,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1243,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 2
Case 1243,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 8 Value 8 Value 2,2,Value 5
Case 1244,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 6
Case 1244,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 1 Value 6,1,Value 6
Case 1244,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6,Value 1 Value 6 Value 6,2,Value 5
Case 1245,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 15,Value 15,0,Value 15
Case 1245,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 15,Value 15 Value 15,1,Value 15
Case 1245,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 15,Value 15 Value 15 Value 15,2,Value 15
Case 1245,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 15,Value 15 Value 15 Value 15 Value 15,3,Value 15
Case 1245,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,take-in-charge-ticket,Value 15,Value 15 Value 15 Value 15 Value 15 Value 15,4,Value 15
Case 1245,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,wait,Value 15,Value 15 Value 15 Value 15 Value 15 Value 15 Value 15,5,Value 15
Case 1245,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,6,take-in-charge-ticket,Value 15,Value 15 Value 15 Value 15 Value 15 Value 15 Value 15 Value 15,6,Value 2
Case 1245,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,7,create-sw-anomaly,Value 2,Value 15 Value 15 Value 15 Value 15 Value 15 Value 15 Value 15 Value 2,7,Value 2
Case 1245,create-sw-anomaly,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly,8,resolve-ticket,Value 2,Value 15 Value 15 Value 15 Value 15 Value 15 Value 15 Value 15 Value 2 Value 2,8,Value 15
Case 1245,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly resolve-ticket,9,take-in-charge-ticket,Value 15,Value 15 Value 15 Value 15 Value 15 Value 15 Value 15 Value 15 Value 2 Value 2 Value 15,9,Value 15
Case 1245,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly resolve-ticket take-in-charge-ticket,10,resolve-ticket,Value 15,Value 15 Value 15 Value 15 Value 15 Value 15 Value 15 Value 15 Value 2 Value 2 Value 15 Value 15,10,Value 15
Case 1245,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly resolve-ticket take-in-charge-ticket resolve-ticket,11,closed,Value 15,Value 15 Value 15 Value 15 Value 15 Value 15 Value 15 Value 15 Value 2 Value 2 Value 15 Value 15 Value 15,11,Value 5
