case_id,prefix,k,next_act,Resource
Case 103,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2
Case 103,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait,Value 15
Case 103,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket,Value 15
Case 103,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,create-sw-anomaly,Value 15
Case 103,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly,5,resolve-ticket,Value 15
Case 103,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly resolve-ticket,6,closed,Value 15
Case 104,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 104,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 17
Case 104,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 17
Case 105,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 105,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 105,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2
Case 105,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2
Case 106,assign-seriousness,0,resolve-ticket,Value 1
Case 106,assign-seriousness resolve-ticket,1,closed,Value 1
Case 107,assign-seriousness,0,take-in-charge-ticket,Value 18
Case 107,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 107,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2
Case 107,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2
Case 108,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 108,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 12
Case 108,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 12
Case 109,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 109,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 109,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 9
Case 109,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 9
Case 109,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 9
Case 110,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 110,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 110,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 17
Case 111,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 111,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 111,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 9
Case 111,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,wait,Value 9
Case 111,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,take-in-charge-ticket,Value 9
Case 111,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket,Value 9
Case 111,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed,Value 9
Case 112,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 112,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 112,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 113,insert-ticket,0,assign-seriousness,Value 12
Case 113,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value 6
Case 113,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 12
Case 113,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 12
Case 114,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 114,assign-seriousness take-in-charge-ticket,1,wait,Value 1
Case 114,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 9
Case 114,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait,Value 1
Case 114,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,resolve-ticket,Value 1
Case 114,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,5,closed,Value 1
Case 115,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 115,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 115,assign-seriousness take-in-charge-ticket wait,2,wait,Value 4
Case 115,assign-seriousness take-in-charge-ticket wait wait,3,resolve-ticket,Value 4
Case 115,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,closed,Value 4
Case 116,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 116,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 116,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 8
Case 117,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 117,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 117,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 118,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 118,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 118,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 119,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 119,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 119,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6
Case 120,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 120,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 120,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 120,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 121,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 121,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 121,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 122,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 122,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 122,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 123,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 123,assign-seriousness take-in-charge-ticket,1,wait,Value 8
Case 123,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 9
Case 123,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 9
Case 123,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 9
Case 124,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 124,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 11
Case 124,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 11
Case 125,assign-seriousness,0,take-in-charge-ticket,Value 6
Case 125,assign-seriousness take-in-charge-ticket,1,wait,Value 6
Case 125,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 6
Case 125,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 2
Case 125,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 2
Case 126,assign-seriousness,0,assign-seriousness,Value 13
Case 126,assign-seriousness assign-seriousness,1,resolve-ticket,Value 2
Case 126,assign-seriousness assign-seriousness resolve-ticket,2,closed,Value 2
Case 127,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 127,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 127,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 128,assign-seriousness,0,resolve-ticket,Value 1
Case 128,assign-seriousness resolve-ticket,1,resolve-ticket,Value 1
Case 128,assign-seriousness resolve-ticket resolve-ticket,2,closed,Value 1
Case 129,assign-seriousness,0,resolve-ticket,Value 1
Case 129,assign-seriousness resolve-ticket,1,closed,Value 1
Case 130,insert-ticket,0,assign-seriousness,Value 11
Case 130,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value 11
Case 130,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 11
Case 130,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 11
Case 130,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,closed,Value 5
Case 131,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 131,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4
Case 131,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4
Case 132,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 132,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 132,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 132,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 133,assign-seriousness,0,assign-seriousness,Value 8
Case 133,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 8
Case 133,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 8
Case 133,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 14
Case 134,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 134,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 134,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 8
Case 135,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 135,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 135,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 9
Case 135,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 9
Case 135,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,take-in-charge-ticket,Value 9
Case 135,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,resolve-ticket,Value 8
Case 135,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,6,closed,Value 9
Case 136,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 136,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 136,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 137,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 137,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 137,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 137,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 138,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 138,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 138,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 139,assign-seriousness,0,take-in-charge-ticket,Value 6
Case 139,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 139,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 140,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 140,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 140,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 14
Case 141,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 141,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 141,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 9
Case 141,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait,Value 9
Case 141,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,take-in-charge-ticket,Value 9
Case 141,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket,Value 9
Case 141,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed,Value 9
Case 142,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 142,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 142,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 143,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 143,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 143,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 143,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 144,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 144,assign-seriousness take-in-charge-ticket,1,wait,Value 11
Case 144,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 11
Case 144,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 16
Case 145,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 145,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value 1
Case 145,assign-seriousness take-in-charge-ticket require-upgrade,2,wait,Value 1
Case 145,assign-seriousness take-in-charge-ticket require-upgrade wait,3,resolve-ticket,Value 1
Case 145,assign-seriousness take-in-charge-ticket require-upgrade wait resolve-ticket,4,closed,Value 1
Case 146,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 146,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 146,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 147,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 147,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 147,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 148,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 148,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 148,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 1
Case 148,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 1
Case 149,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 149,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 149,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 8
Case 150,insert-ticket,0,assign-seriousness,Value 2
Case 150,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value 2
Case 150,insert-ticket assign-seriousness take-in-charge-ticket,2,wait,Value 2
Case 150,insert-ticket assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket,Value 2
Case 150,insert-ticket assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket,Value 2
Case 150,insert-ticket assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed,Value 2
Case 151,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 151,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 151,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 152,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 152,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 152,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 153,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 153,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10
Case 153,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 10
Case 154,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 154,assign-seriousness take-in-charge-ticket,1,wait,Value 4
Case 154,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 4
Case 154,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 4
Case 155,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 155,assign-seriousness take-in-charge-ticket,1,wait,Value 14
Case 155,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 14
Case 155,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 14
Case 155,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 14
Case 156,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 156,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 156,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 157,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 157,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 157,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 158,assign-seriousness,0,take-in-charge-ticket,Value 7
Case 158,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 158,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 159,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 159,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 159,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 160,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 160,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 160,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 8
