case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case 1231,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1231,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,31
Case 1231,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,31,31,31,1
Case 1232,assign-seriousness,0,0,0,0,1
Case 1232,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 1232,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,44
Case 1232,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,44,44,1
Case 1233,assign-seriousness,0,0,0,0,0
Case 1233,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1233,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 1233,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,1
Case 1234,assign-seriousness,0,0,0,0,3
Case 1234,assign-seriousness take-in-charge-ticket,1,3,0,3,3
Case 1234,assign-seriousness take-in-charge-ticket wait,2,6,7,3,0
Case 1234,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,6,3,0,25
Case 1234,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,31,25,25,1
Case 1235,assign-seriousness,0,0,0,0,5
Case 1235,assign-seriousness take-in-charge-ticket,1,5,0,5,2
Case 1235,assign-seriousness take-in-charge-ticket wait,2,7,7,2,4
Case 1235,assign-seriousness take-in-charge-ticket wait wait,3,11,6,4,5
Case 1235,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,16,10,5,15
Case 1235,assign-seriousness take-in-charge-ticket wait wait resolve-ticket closed,5,31,20,15,1
Case 1236,assign-seriousness,0,0,0,0,6
Case 1236,assign-seriousness take-in-charge-ticket,1,6,0,6,14
Case 1236,assign-seriousness take-in-charge-ticket wait,2,20,21,14,17
Case 1236,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,37,32,17,15
Case 1236,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,52,32,15,1
Case 1237,assign-seriousness,0,0,0,0,0
Case 1237,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1237,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 1237,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,1
Case 1238,assign-seriousness,0,0,0,0,1
Case 1238,assign-seriousness take-in-charge-ticket,1,1,0,1,1
Case 1238,assign-seriousness take-in-charge-ticket wait,2,2,2,1,4
Case 1238,assign-seriousness take-in-charge-ticket wait require-upgrade,3,6,5,4,8
Case 1238,assign-seriousness take-in-charge-ticket wait require-upgrade resolve-ticket,4,14,12,8,15
Case 1238,assign-seriousness take-in-charge-ticket wait require-upgrade resolve-ticket closed,5,29,23,15,1
Case 1239,assign-seriousness,0,0,0,0,0
Case 1239,assign-seriousness take-in-charge-ticket,1,0,0,0,14
Case 1239,assign-seriousness take-in-charge-ticket wait,2,14,14,14,2
Case 1239,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,16,16,2,15
Case 1239,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,31,17,15,1
Case 1240,assign-seriousness,0,0,0,0,0
Case 1240,assign-seriousness take-in-charge-ticket,1,0,0,0,6
Case 1240,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,6,30
Case 1240,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,37,30,1
Case 1241,assign-seriousness,0,0,0,0,1
Case 1241,assign-seriousness take-in-charge-ticket,1,1,0,1,4
Case 1241,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,4,49
Case 1241,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,54,53,49,1
Case 1242,assign-seriousness,0,0,0,0,30
Case 1242,assign-seriousness take-in-charge-ticket,1,30,0,30,0
Case 1242,assign-seriousness take-in-charge-ticket resolve-ticket,2,30,30,0,15
Case 1242,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,15,15,1
Case 1243,assign-seriousness,0,0,0,0,0
Case 1243,assign-seriousness take-in-charge-ticket,1,0,0,0,12
Case 1243,assign-seriousness take-in-charge-ticket resolve-ticket,2,12,12,12,20
Case 1243,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,20,1
Case 1244,assign-seriousness,0,0,0,0,5
Case 1244,assign-seriousness take-in-charge-ticket,1,5,0,5,0
Case 1244,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,0,38
Case 1244,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,38,38,1
Case 1245,assign-seriousness,0,0,0,0,3
Case 1245,assign-seriousness take-in-charge-ticket,1,3,0,3,0
Case 1245,assign-seriousness take-in-charge-ticket wait,2,3,3,0,7
Case 1245,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,10,7,7,0
Case 1245,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,10,7,0,0
Case 1245,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,10,0,0,0
Case 1245,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,6,10,0,0,0
Case 1245,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,7,10,0,0,0
Case 1245,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly,8,10,0,0,13
Case 1245,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly resolve-ticket,9,23,13,13,5
Case 1245,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly resolve-ticket take-in-charge-ticket,10,28,19,5,0
Case 1245,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly resolve-ticket take-in-charge-ticket resolve-ticket,11,28,5,0,15
Case 1245,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket create-sw-anomaly resolve-ticket take-in-charge-ticket resolve-ticket closed,12,43,15,15,1
Case 1246,assign-seriousness,0,0,0,0,13
Case 1246,assign-seriousness take-in-charge-ticket,1,13,0,13,0
Case 1246,assign-seriousness take-in-charge-ticket wait,2,13,13,0,9
Case 1246,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,22,9,9,15
Case 1246,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,37,24,15,1
Case 1247,assign-seriousness,0,0,0,0,0
Case 1247,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1247,assign-seriousness take-in-charge-ticket wait,2,0,0,0,4
Case 1247,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,4,4,4,0
Case 1247,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,4,4,0,25
Case 1247,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,29,25,25,1
Case 1248,assign-seriousness,0,0,0,0,4
Case 1248,assign-seriousness take-in-charge-ticket,1,4,0,4,9
Case 1248,assign-seriousness take-in-charge-ticket wait,2,13,13,9,5
Case 1248,assign-seriousness take-in-charge-ticket wait wait,3,18,15,5,1
Case 1248,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,19,7,1,15
Case 1248,assign-seriousness take-in-charge-ticket wait wait resolve-ticket closed,5,34,16,15,1
Case 1249,insert-ticket,0,0,0,0,9
Case 1249,insert-ticket wait,1,9,0,9,10
Case 1249,insert-ticket wait wait,2,19,20,10,9
Case 1249,insert-ticket wait wait wait,3,28,20,9,0
Case 1249,insert-ticket wait wait wait wait,4,28,10,0,1
Case 1250,take-in-charge-ticket,0,0,0,0,0
Case 1250,take-in-charge-ticket wait,1,0,0,0,30
Case 1250,take-in-charge-ticket wait resolve-ticket,2,30,30,30,0
Case 1250,take-in-charge-ticket wait resolve-ticket take-in-charge-ticket,3,30,30,0,0
Case 1250,take-in-charge-ticket wait resolve-ticket take-in-charge-ticket wait,4,30,0,0,4
Case 1250,take-in-charge-ticket wait resolve-ticket take-in-charge-ticket wait resolve-ticket,5,34,4,4,15
Case 1250,take-in-charge-ticket wait resolve-ticket take-in-charge-ticket wait resolve-ticket closed,6,49,19,15,1
Case 1251,assign-seriousness,0,0,0,0,1
Case 1251,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 1251,assign-seriousness take-in-charge-ticket wait,2,1,1,0,5
Case 1251,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,6,6,5,44
Case 1251,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,50,50,44,1
Case 1252,assign-seriousness,0,0,0,0,0
Case 1252,assign-seriousness take-in-charge-ticket,1,0,0,0,4
Case 1252,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,4,0
Case 1252,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,4,4,0,47
Case 1252,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,4,51,47,47,1
Case 1253,assign-seriousness,0,0,0,0,22
Case 1253,assign-seriousness take-in-charge-ticket,1,22,0,22,0
Case 1253,assign-seriousness take-in-charge-ticket resolve-ticket,2,22,22,0,15
Case 1253,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,15,15,1
Case 1254,assign-seriousness,0,0,0,0,0
Case 1254,assign-seriousness assign-seriousness,1,0,0,0,8
Case 1254,assign-seriousness assign-seriousness wait,2,8,8,8,6
Case 1254,assign-seriousness assign-seriousness wait wait,3,14,15,6,4
Case 1254,assign-seriousness assign-seriousness wait wait resolve-ticket,4,18,11,4,15
Case 1254,assign-seriousness assign-seriousness wait wait resolve-ticket closed,5,33,19,15,1
Case 1255,assign-seriousness,0,0,0,0,4
Case 1255,assign-seriousness take-in-charge-ticket,1,4,0,4,0
Case 1255,assign-seriousness take-in-charge-ticket wait,2,4,4,0,4
Case 1255,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,8,4,4,28
Case 1255,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,36,32,28,1
Case 1256,assign-seriousness,0,0,0,0,2
Case 1256,assign-seriousness take-in-charge-ticket,1,2,0,2,0
Case 1256,assign-seriousness take-in-charge-ticket wait,2,2,2,0,1
Case 1256,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,3,1,1,30
Case 1256,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,33,31,30,1
Case 1257,assign-seriousness,0,0,0,0,0
Case 1257,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1257,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 1257,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 1258,assign-seriousness,0,0,0,0,0
Case 1258,assign-seriousness take-in-charge-ticket,1,0,0,0,3
Case 1258,assign-seriousness take-in-charge-ticket resolve-ticket,2,3,3,3,40
Case 1258,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,40,1
Case 1259,assign-seriousness,0,0,0,0,0
Case 1259,assign-seriousness resolve-ticket,1,0,0,0,0
Case 1259,assign-seriousness resolve-ticket resolve-ticket,2,0,0,0,44
Case 1259,assign-seriousness resolve-ticket resolve-ticket closed,3,44,44,44,1
Case 1260,assign-seriousness,0,0,0,0,0
Case 1260,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 1260,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,2,28
Case 1260,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,28,1
Case 1261,take-in-charge-ticket,0,0,0,0,17
Case 1261,take-in-charge-ticket take-in-charge-ticket,1,17,0,17,0
Case 1261,take-in-charge-ticket take-in-charge-ticket resolve-ticket,2,17,17,0,15
Case 1261,take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,3,32,15,15,1
Case 1262,assign-seriousness,0,0,0,0,0
Case 1262,assign-seriousness take-in-charge-ticket,1,0,0,0,7
Case 1262,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,7,7,30
Case 1262,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,38,30,1
Case 1263,assign-seriousness,0,0,0,0,0
Case 1263,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1263,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 1263,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,32,32,1
Case 1264,assign-seriousness,0,0,0,0,0
Case 1264,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1264,assign-seriousness take-in-charge-ticket wait,2,0,0,0,14
Case 1264,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,14,14,14,0
Case 1264,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,14,14,0,19
Case 1264,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,33,19,19,1
Case 1265,assign-seriousness,0,0,0,0,0
Case 1265,assign-seriousness assign-seriousness,1,0,0,0,0
Case 1265,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,0
Case 1265,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,0,0,0,46
Case 1265,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,46,47,46,1
Case 1266,assign-seriousness,0,0,0,0,0
Case 1266,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1266,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,36
Case 1266,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,36,36,1
Case 1267,assign-seriousness,0,0,0,0,4
Case 1267,assign-seriousness take-in-charge-ticket,1,4,0,4,0
Case 1267,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,0,28
Case 1267,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,28,28,1
Case 1268,assign-seriousness,0,0,0,0,0
Case 1268,assign-seriousness resolve-ticket,1,0,0,0,37
Case 1268,assign-seriousness resolve-ticket closed,2,37,37,37,1
Case 1269,assign-seriousness,0,0,0,0,0
Case 1269,assign-seriousness take-in-charge-ticket,1,0,0,0,10
Case 1269,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,10,10,10,3
Case 1269,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait,3,13,14,3,13
Case 1269,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait resolve-ticket,4,26,17,13,15
Case 1269,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait resolve-ticket closed,5,41,28,15,1
Case 1270,assign-seriousness,0,0,0,0,0
Case 1270,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1270,assign-seriousness take-in-charge-ticket wait,2,0,0,0,0
Case 1270,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,0,0,0,0
Case 1270,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,0,0,0,45
Case 1270,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,45,45,45,1
Case 1271,assign-seriousness,0,0,0,0,0
Case 1271,assign-seriousness resolve-ticket,1,0,0,0,30
Case 1271,assign-seriousness resolve-ticket closed,2,30,31,30,1
Case 1272,assign-seriousness,0,0,0,0,3
Case 1272,assign-seriousness take-in-charge-ticket,1,3,0,3,25
Case 1272,assign-seriousness take-in-charge-ticket resolve-ticket,2,28,28,25,15
Case 1272,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,40,15,1
Case 1273,assign-seriousness,0,0,0,0,6
Case 1273,assign-seriousness take-in-charge-ticket,1,6,0,6,0
Case 1273,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,7,0,36
Case 1273,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,42,37,36,1
Case 1274,assign-seriousness,0,0,0,0,0
Case 1274,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1274,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 1274,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,32,1
Case 1275,assign-seriousness,0,0,0,0,7
Case 1275,assign-seriousness take-in-charge-ticket,1,7,0,7,7
Case 1275,assign-seriousness take-in-charge-ticket resolve-ticket,2,14,15,7,15
Case 1275,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,29,22,15,1
Case 1276,assign-seriousness,0,0,0,0,0
Case 1276,assign-seriousness assign-seriousness,1,0,0,0,0
Case 1276,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,6
Case 1276,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,6,6,6,30
Case 1276,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,36,36,30,1
Case 1277,assign-seriousness,0,0,0,0,1
Case 1277,assign-seriousness take-in-charge-ticket,1,1,0,1,6
Case 1277,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,8,6,22
Case 1277,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,29,29,22,1
Case 1278,assign-seriousness,0,0,0,0,0
Case 1278,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1278,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 1278,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,0
Case 1278,assign-seriousness take-in-charge-ticket resolve-ticket closed closed,4,43,43,0,1
Case 1279,assign-seriousness,0,0,0,0,0
Case 1279,assign-seriousness assign-seriousness,1,0,0,0,3
Case 1279,assign-seriousness assign-seriousness take-in-charge-ticket,2,3,3,3,0
Case 1279,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,3,3,0,40
Case 1279,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,43,40,40,1
Case 1280,assign-seriousness,0,0,0,0,6
Case 1280,assign-seriousness take-in-charge-ticket,1,6,0,6,0
Case 1280,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,0,26
Case 1280,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,26,26,1
Case 1281,assign-seriousness,0,0,0,0,0
Case 1281,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1281,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 1281,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,0,0,0,57
Case 1281,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,4,57,57,57,1
Case 1282,insert-ticket,0,0,0,0,0
Case 1282,insert-ticket assign-seriousness,1,0,0,0,0
Case 1282,insert-ticket assign-seriousness assign-seriousness,2,0,0,0,0
Case 1282,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket,3,0,0,0,0
Case 1282,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket wait,4,0,0,0,26
Case 1282,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,5,26,26,26,0
Case 1282,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,26,26,0,15
Case 1282,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,7,41,15,15,1
Case 1283,assign-seriousness,0,0,0,0,7
Case 1283,assign-seriousness take-in-charge-ticket,1,7,0,7,0
Case 1283,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,7,0,36
Case 1283,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,36,36,1
