case_id,prefix,k,next_act
Case 115,assign-seriousness,0,take-in-charge-ticket
Case 115,assign-seriousness take-in-charge-ticket,1,wait
Case 115,assign-seriousness take-in-charge-ticket wait,2,wait
Case 115,assign-seriousness take-in-charge-ticket wait wait,3,resolve-ticket
Case 115,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,closed
Case 116,assign-seriousness,0,take-in-charge-ticket
Case 116,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 116,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 117,assign-seriousness,0,take-in-charge-ticket
Case 117,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 117,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 118,assign-seriousness,0,take-in-charge-ticket
Case 118,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 118,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 119,assign-seriousness,0,take-in-charge-ticket
Case 119,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 119,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 120,assign-seriousness,0,take-in-charge-ticket
Case 120,assign-seriousness take-in-charge-ticket,1,wait
Case 120,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 120,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 121,assign-seriousness,0,take-in-charge-ticket
Case 121,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 121,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 122,assign-seriousness,0,take-in-charge-ticket
Case 122,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 122,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 123,assign-seriousness,0,take-in-charge-ticket
Case 123,assign-seriousness take-in-charge-ticket,1,wait
Case 123,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 123,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 123,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 124,assign-seriousness,0,take-in-charge-ticket
Case 124,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 124,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 125,assign-seriousness,0,take-in-charge-ticket
Case 125,assign-seriousness take-in-charge-ticket,1,wait
Case 125,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 125,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 125,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 126,assign-seriousness,0,assign-seriousness
Case 126,assign-seriousness assign-seriousness,1,resolve-ticket
Case 126,assign-seriousness assign-seriousness resolve-ticket,2,closed
Case 127,assign-seriousness,0,take-in-charge-ticket
Case 127,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 127,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 128,assign-seriousness,0,resolve-ticket
Case 128,assign-seriousness resolve-ticket,1,resolve-ticket
Case 128,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 129,assign-seriousness,0,resolve-ticket
Case 129,assign-seriousness resolve-ticket,1,closed
Case 130,insert-ticket,0,assign-seriousness
Case 130,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 130,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 130,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 130,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,closed
Case 131,assign-seriousness,0,take-in-charge-ticket
Case 131,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 131,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 132,assign-seriousness,0,take-in-charge-ticket
Case 132,assign-seriousness take-in-charge-ticket,1,wait
Case 132,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 132,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 133,assign-seriousness,0,assign-seriousness
Case 133,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 133,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 133,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 134,assign-seriousness,0,take-in-charge-ticket
Case 134,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 134,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 135,assign-seriousness,0,take-in-charge-ticket
Case 135,assign-seriousness take-in-charge-ticket,1,wait
Case 135,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 135,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 135,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,take-in-charge-ticket
Case 135,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,resolve-ticket
Case 135,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,6,closed
Case 136,assign-seriousness,0,take-in-charge-ticket
Case 136,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 136,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 137,assign-seriousness,0,take-in-charge-ticket
Case 137,assign-seriousness take-in-charge-ticket,1,wait
Case 137,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 137,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 138,assign-seriousness,0,take-in-charge-ticket
Case 138,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 138,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 139,assign-seriousness,0,take-in-charge-ticket
Case 139,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 139,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 140,assign-seriousness,0,take-in-charge-ticket
Case 140,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 140,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 141,assign-seriousness,0,take-in-charge-ticket
Case 141,assign-seriousness take-in-charge-ticket,1,wait
Case 141,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 141,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait
Case 141,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,take-in-charge-ticket
Case 141,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket
Case 141,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed
Case 142,assign-seriousness,0,take-in-charge-ticket
Case 142,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 142,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 143,assign-seriousness,0,take-in-charge-ticket
Case 143,assign-seriousness take-in-charge-ticket,1,wait
Case 143,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 143,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 144,assign-seriousness,0,take-in-charge-ticket
Case 144,assign-seriousness take-in-charge-ticket,1,wait
Case 144,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 144,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 145,assign-seriousness,0,take-in-charge-ticket
Case 145,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 145,assign-seriousness take-in-charge-ticket require-upgrade,2,wait
Case 145,assign-seriousness take-in-charge-ticket require-upgrade wait,3,resolve-ticket
Case 145,assign-seriousness take-in-charge-ticket require-upgrade wait resolve-ticket,4,closed
Case 146,assign-seriousness,0,take-in-charge-ticket
Case 146,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 146,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 147,assign-seriousness,0,take-in-charge-ticket
Case 147,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 147,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 148,assign-seriousness,0,take-in-charge-ticket
Case 148,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 148,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 148,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 149,assign-seriousness,0,take-in-charge-ticket
Case 149,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 149,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 150,insert-ticket,0,assign-seriousness
Case 150,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 150,insert-ticket assign-seriousness take-in-charge-ticket,2,wait
Case 150,insert-ticket assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket
Case 150,insert-ticket assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket
Case 150,insert-ticket assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed
Case 151,assign-seriousness,0,take-in-charge-ticket
Case 151,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 151,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 152,assign-seriousness,0,take-in-charge-ticket
Case 152,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 152,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 153,assign-seriousness,0,take-in-charge-ticket
Case 153,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 153,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 154,assign-seriousness,0,take-in-charge-ticket
Case 154,assign-seriousness take-in-charge-ticket,1,wait
Case 154,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 154,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 155,assign-seriousness,0,take-in-charge-ticket
Case 155,assign-seriousness take-in-charge-ticket,1,wait
Case 155,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 155,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 155,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 156,assign-seriousness,0,take-in-charge-ticket
Case 156,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 156,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 157,assign-seriousness,0,take-in-charge-ticket
Case 157,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 157,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 158,assign-seriousness,0,take-in-charge-ticket
Case 158,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 158,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 159,assign-seriousness,0,take-in-charge-ticket
Case 159,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 159,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 160,assign-seriousness,0,take-in-charge-ticket
Case 160,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 160,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 161,assign-seriousness,0,take-in-charge-ticket
Case 161,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 161,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 162,assign-seriousness,0,assign-seriousness
Case 162,assign-seriousness assign-seriousness,1,resolve-ticket
Case 162,assign-seriousness assign-seriousness resolve-ticket,2,closed
Case 163,assign-seriousness,0,take-in-charge-ticket
Case 163,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 163,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 164,assign-seriousness,0,take-in-charge-ticket
Case 164,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 164,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 165,assign-seriousness,0,resolve-ticket
Case 165,assign-seriousness resolve-ticket,1,closed
Case 166,assign-seriousness,0,take-in-charge-ticket
Case 166,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 166,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 167,assign-seriousness,0,take-in-charge-ticket
Case 167,assign-seriousness take-in-charge-ticket,1,wait
Case 167,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 167,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,resolve-ticket
Case 167,assign-seriousness take-in-charge-ticket wait resolve-ticket resolve-ticket,4,closed
Case 168,assign-seriousness,0,take-in-charge-ticket
Case 168,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 168,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 169,assign-seriousness,0,resolve-ticket
Case 169,assign-seriousness resolve-ticket,1,closed
Case 170,assign-seriousness,0,take-in-charge-ticket
Case 170,assign-seriousness take-in-charge-ticket,1,wait
Case 170,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 170,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait
Case 170,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,resolve-ticket
Case 170,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,5,closed
Case 171,assign-seriousness,0,assign-seriousness
Case 171,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 171,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 171,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 172,assign-seriousness,0,take-in-charge-ticket
Case 172,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 172,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 173,assign-seriousness,0,assign-seriousness
Case 173,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 173,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 173,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 174,assign-seriousness,0,take-in-charge-ticket
Case 174,assign-seriousness take-in-charge-ticket,1,wait
Case 174,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 174,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 175,assign-seriousness,0,take-in-charge-ticket
Case 175,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 175,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 176,assign-seriousness,0,take-in-charge-ticket
Case 176,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 176,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 177,assign-seriousness,0,take-in-charge-ticket
Case 177,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 177,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 178,assign-seriousness,0,take-in-charge-ticket
Case 178,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 178,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 179,assign-seriousness,0,take-in-charge-ticket
Case 179,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 179,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 180,assign-seriousness,0,take-in-charge-ticket
Case 180,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 180,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 181,assign-seriousness,0,resolve-ticket
Case 181,assign-seriousness resolve-ticket,1,closed
Case 182,assign-seriousness,0,take-in-charge-ticket
Case 182,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 182,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 183,insert-ticket,0,assign-seriousness
